schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date
1.0,RESEARCH_PAPER,Beyond Post-Hoc Temperature Scaling: Bilevel Optimization for LLM Calibration,"Ruochen Jin, Zhanliang Wang, Zongyu Dai, Jiancong Xiao, Bojian Hou",http://arxiv.org/abs/2608.07419,,,2026-08-07 17:05:10.000000
1.0,RESEARCH_PAPER,ResidencyRL: Reinforcement Learning in Simulated Clinical Environments,"Valentin Liévin, Samuel Schmidgall, Tim Strother, Alex Bijamov, Akshay Goel, Anil Palepu, Chunjong Park, Vahid Balazadeh, Min Woo Sun, Marius Guerard, Justin Chen, Dave Steiner, Vikram Dhillon, Ibrahim Azar, Akhil Mehta, Nicholas Spetsieris, Shilpan Shah, Maen Abdelrahim, Amit Dahiya, Yun Liu, Katherine Chou, Yossi Matias, Avinatan Hassidim, Dale R. Webster, Quoc V. Le, Raia Hadsell, Joelle Barral, Carey Radebaugh, Aleksandra Faust, Shekoofeh Azizi, Mike Schaekermann, Po-Hsuan Cameron Chen, Tao Tu, David Racz, Lin Yang",http://arxiv.org/abs/2608.07418,,,2026-08-07 17:04:41.000000
1.0,RESEARCH_PAPER,I Seek You in Videos: Identity-Conditioned Queries for Person-Centric Video Reasoning,"Shibo Gao, Chongxiao Wang, Chenglong Huang, Jie Ma, Haolin Shi, Fei Ding, Jing Li, Qiang Lyu, Yangyang Liu, Yang Liu, Jun Liu, Linlin Huang, Peipei Yang",http://arxiv.org/abs/2608.07417,,,2026-08-07 17:02:02.000000
1.0,RESEARCH_PAPER,GeoBenchLLM: A Comprehensive Benchmark for Evaluating LLMs on Geo-Related Tasks,"Rodrigo Ferreira Rodrigues, Karim Radouane, Jose G Moreno, Lynda Tamine",http://arxiv.org/abs/2608.07411,,,2026-08-07 16:58:04.000000
1.0,RESEARCH_PAPER,UniJEPA: A Unified Joint-Embedding Predictive Architecture for Task-Agnostic Visual World Modeling,"An Lanji, Dawei Liu, Jin Li, Haoran Xu, Mei Chen, Yu Tian",http://arxiv.org/abs/2608.07409,,,2026-08-07 16:55:58.000000
1.0,RESEARCH_PAPER,Addressable Memory for Video World Models,"Xindi Wu, Sven Elflein, James Lucas, Olga Russakovsky, Laura Leal-Taixé, Despoina Paschalidou, Jonathan Lorraine, Aljoša Ošep",http://arxiv.org/abs/2608.07408,,,2026-08-07 16:55:57.000000
1.0,RESEARCH_PAPER,GeoDistill-Refine: Silhouette-First Geometry Distillation for Annotation-Free Spacecraft Segmentation,"Yonglong Zhang, Zongwu Xie, Yang Liu",http://arxiv.org/abs/2608.07405,,,2026-08-07 16:53:05.000000
1.0,RESEARCH_PAPER,DynaCrys: Crystal Generation with Dynamic Space-Group Diffusion,"Zhuotao Jin, Xiaoyun Wang, Nicholas Brawand, Roman Zubatyuk, Atul Thakur, Eric Qu, Boris Kozinsky, Justin Smith",http://arxiv.org/abs/2608.07401,,,2026-08-07 16:45:51.000000
1.0,RESEARCH_PAPER,FinRank: An Evidence-Grounded Benchmark for Financial Question Answering and Retrieval over SEC Filings,"Sasan Mansouri, Daniel Saad, Mark Wahrenburg, Manu Weissel, Fabian Woebbeking",http://arxiv.org/abs/2608.07400,,,2026-08-07 16:45:39.000000
1.0,RESEARCH_PAPER,Uncovering expert objectives in production planning via inverse optimization: An industrial case study,"Shivi Dixit, Rishabh Gupta, Adam Kelloway, John Wassick, Qi Zhang",http://arxiv.org/abs/2608.07398,,,2026-08-07 16:41:30.000000
1.0,RESEARCH_PAPER,PACE: Primitive-Aware Code Evolution for Automated Algorithm Design,"Zhuoliang Xie, Ruihao Zheng, Xiang Xu, Genghui Li, Zhengkun Wang",http://arxiv.org/abs/2608.07395,,,2026-08-07 16:40:03.000000
1.0,RESEARCH_PAPER,FedDOSE: Federated Learning Framework Decomposing Site Effects for Modeling Brain Dynamic Functional Connectivity,"Deepank Girish, Yi Hao Chan, Yubin Zheng, Sukrit Gupta, Jagath C. Rajapakse",http://arxiv.org/abs/2608.07393,,,2026-08-07 16:37:30.000000
1.0,RESEARCH_PAPER,Omni-modal decomposition autoencoders learn full-stack wearable disentangled representations,"Ioannis Ziogas, Ensieh Khazaei, Bilal Taha, Aamna Al Shehhi, Ahsan H. Khandoker, Leontios J. Hadjileontiadis, Dimitrios Hatzinakos",http://arxiv.org/abs/2608.07385,,,2026-08-07 16:32:17.000000
1.0,RESEARCH_PAPER,SkySeaLand: A Wide-Format Satellite Transportation Benchmark with an Ultra-Lightweight Detection Baseline,"Md. Zahid Hasan Riad, Md Sultanul Islam Ovi",http://arxiv.org/abs/2608.07382,,,2026-08-07 16:23:52.000000
1.0,RESEARCH_PAPER,LSEAD: A Privacy-Preserving LLM-Based Speech Analysis Framework for Early Alzheimer's Disease Screening,"Xin Wang, Yingchao Huang, Yuhan Su, Shanshan Yao, Wei Peng",http://arxiv.org/abs/2608.07378,,,2026-08-07 16:21:00.000000
1.0,RESEARCH_PAPER,Trajectory-Relative Hindsight Distillation for Agentic Reinforcement Learning,"Haoyu Zheng, Yun Zhu, Qing Wang, Wenqiao Zhang",http://arxiv.org/abs/2608.07371,,,2026-08-07 16:12:58.000000
1.0,RESEARCH_PAPER,LitTraceQA: A Benchmark for Multi-Stage Grounding and Verification in Scientific Question Answering,"Xuye Liu, Yimu Wang, Peng Shi, Bo Xue, Xiangrui Ke, Songcheng Cai, Kath Choi, Di Wu, Freda Shi, Krzysztof Czarnecki",http://arxiv.org/abs/2608.07370,,,2026-08-07 16:11:52.000000
1.0,RESEARCH_PAPER,Measurements Automatically Extracted from Zero Echo Time MRI Using Deep Learning Image Segmentation and Geometric Modeling Agree with Expert Manual Readings,"Jack Consolini, Eric A. Bogner, Meghan Sahr, Matthew F. Koff, Kevin M. Koch, Hollis G. Potter",http://arxiv.org/abs/2608.07368,,,2026-08-07 16:11:11.000000
1.0,RESEARCH_PAPER,People Are Not Just Their Countries. Disentangling Social Determinants of LLM Value Alignment Across Europe,"Maria-Louisa Wightman, Guillaume Bied, Tijl De Bie",http://arxiv.org/abs/2608.07367,,,2026-08-07 16:10:53.000000
1.0,RESEARCH_PAPER,Curriculum as Code: An AI-Assisted Architecture for Instructional Design in STEM Education,Henrique Mohallem Paiva,http://arxiv.org/abs/2608.07364,,,2026-08-07 16:09:10.000000
1.0,RESEARCH_PAPER,QFCQT: A Chaotically Gated Quantformer Framework for Volatile Time-Series Forecasting,"Junkai Lin, Siqi Hou, Raymond Lee",http://arxiv.org/abs/2608.07363,,,2026-08-07 16:05:21.000000
1.0,RESEARCH_PAPER,Depth-Wise Probing and Pruning of the Planning Token in a Driving Vision-Language-Action Model,"Harisankar Babu, Benjamin Coors, Christopher Lang, Hendrik Berkemeyer, Tamim Asfour, Simon Foell",http://arxiv.org/abs/2608.07361,,,2026-08-07 16:02:34.000000
1.0,RESEARCH_PAPER,Assessing AI-generated music detection in real-world broadcast monitoring,"David López-Ayala, Fernando García de la Cruz, Pablo Zinemanas, Emilio Molina, Martín Rocamora",http://arxiv.org/abs/2608.07359,,,2026-08-07 15:58:04.000000
1.0,RESEARCH_PAPER,"Geo-Spatial Concept Probing of Large Language Models: Abstraction, Compositionality, and Grounding","Karim Radouane, Jose G Moreno, Lynda Tamine",http://arxiv.org/abs/2608.07353,,,2026-08-07 15:46:38.000000
1.0,RESEARCH_PAPER,Residual Algebra for Representation-Preserving Learning,Yao Wu,http://arxiv.org/abs/2608.07349,,,2026-08-07 15:44:55.000000
1.0,RESEARCH_PAPER,An End-to-End Agent Auditing Engine,"Haoning Wang, Mingxun Zhang, Chenyue Yu, Yingjun Shang, Xia Hu, Guanchu Wang, Na Zou",http://arxiv.org/abs/2608.07346,,,2026-08-07 15:44:12.000000
1.0,RESEARCH_PAPER,Zero Gap Is Not Restoration: Stratified Per-Question Probability Evaluation and Step-wise Mitigation of Benchmark Contamination,"Ruijie Hou, Yueyang Jiao, Zhao Wang, Yingming Li",http://arxiv.org/abs/2608.07341,,,2026-08-07 15:37:03.000000
1.0,RESEARCH_PAPER,H2AL: Hyperbolic Hierarchy-aware Aggregative Learning for Registration-based Few-shot Medical Image Segmentation,"Jia Wang, Jiaming Cai, Zunying Hu, Zhanjie Wu, Jinyuan Liu, Hua Cheng, Yun Peng",http://arxiv.org/abs/2608.07340,,,2026-08-07 15:36:53.000000
1.0,RESEARCH_PAPER,Aftab: A Comprehensive Benchmark of CNN Encoders and Advanced Value Functions in Parallelized Q-Networks,"Taha Shieenavaz, Shabnam Zareshahraki, Loris Nanni",http://arxiv.org/abs/2608.07335,,,2026-08-07 15:29:15.000000
1.0,RESEARCH_PAPER,When GNNs Fail: Quantifying and Overcoming Temporal Correlation Volatility in Time Series,"Chen Shao, Yue Wang, Zhenyi Zhu, Zhanbo Huang, Tobias Käfer, Zonghan Wu, Danai Koutra",http://arxiv.org/abs/2608.07333,,,2026-08-07 15:28:45.000000
1.0,RESEARCH_PAPER,Learning Fault-Tolerant Locomotion with Adaptive Gait Timing,"Giovanbattista Gravina, Luca Rossini, Carlo Rizzardo, Arturo Laurenzi, Nikos Tsagarakis",http://arxiv.org/abs/2608.07328,,,2026-08-07 15:27:03.000000
1.0,RESEARCH_PAPER,Is SwiGLU's Open Positive Tail Necessary? Evidence from Closed-Tail Gating with MemGLU,"Yuting Ge, Pengju Yang, Mingkai Nie",http://arxiv.org/abs/2608.07323,,,2026-08-07 15:20:24.000000
1.0,RESEARCH_PAPER,Towards Assurance Closure in AI-Native Large-Scale Agile Software Development,Ricardo Britto,http://arxiv.org/abs/2608.07317,,,2026-08-07 15:11:18.000000
1.0,RESEARCH_PAPER,Natural Language Processing Psychometrics,"Edoardo Sebastiano De Duro, Emma Franchino, Massimo Stella",http://arxiv.org/abs/2608.07316,,,2026-08-07 15:10:57.000000
1.0,RESEARCH_PAPER,TEMPO: Semantic-Action Decoupled RL Post-Training for Vision-Language-Action Models,"Ziheng Liu, Quantao Yang",http://arxiv.org/abs/2608.07314,,,2026-08-07 15:09:51.000000
1.0,RESEARCH_PAPER,Winning by Peeking: Unenforced Budgets and Test-Set Selection Inflate Short-Budget AutoML Comparisons,"Guilin Zhang, Kai Zhao",http://arxiv.org/abs/2608.07303,,,2026-08-07 15:00:10.000000
1.0,RESEARCH_PAPER,"Same Attention, Different Truths: Put Logit-Lens over Visual Attention to Detect and Mitigate LVLM Object Hallucination","Zichuan Wang, Songlin Yang, Bo Peng, Zhenchen Tang, Yang Li, Beibei Dong, Jing Dong",http://arxiv.org/abs/2608.07302,,,2026-08-07 14:56:12.000000
1.0,RESEARCH_PAPER,From Optimal Actions to World Models: Identifiability of Transition Kernels in Discounted MDPs,Neal Batra,http://arxiv.org/abs/2608.07301,,,2026-08-07 14:56:11.000000
1.0,RESEARCH_PAPER,EliSeg: Verified Target Construction for Report-Grounded Abnormality Segmentation,"Chengyi Peng, Haoyu Yang, Meixing Shi, Yuxiang Cai, Yankai Jiang",http://arxiv.org/abs/2608.07299,,,2026-08-07 14:52:35.000000
1.0,RESEARCH_PAPER,FUSE: Feature-Wise Unified Specialization with Cross-Column Exchange for Mixed-Type Tabular Flow Matching,"Suman Cha, Seongchan Lee, Dohyun Ko, Hyunjoong Kim",http://arxiv.org/abs/2608.07294,,,2026-08-07 14:50:12.000000
1.0,RESEARCH_PAPER,Foundation Models Adaptation for Multi-View Multi-modal Cardiac MRI Segmentation and Direct Ejection Fraction Estimation,"Sina Amirrajab, Cian M Scannell, Volker Vehof, Michael Bietenbeck, Ali Yilmaz",http://arxiv.org/abs/2608.07291,,,2026-08-07 14:48:51.000000
1.0,RESEARCH_PAPER,A foundation-model approach to pediatric headache classification from rs-fMRI,"Guilherme S. Imai Aldeia, Clara Moon, Julie Shulman, Navil Sethna, Allison Smith, Alyssa Lebel, William G. La Cava, Scott Holmes",http://arxiv.org/abs/2608.07287,,,2026-08-07 14:46:57.000000
1.0,RESEARCH_PAPER,How Much AI Is in This Track? Quantifying the Proportion of AI-Generated Stems in Hybrid Music Mixtures,"Fernando Garcia de la Cruz, David López-Ayala, Pablo Zinemanas, Emilio Molina, Martín Rocamora",http://arxiv.org/abs/2608.07285,,,2026-08-07 14:46:06.000000
1.0,RESEARCH_PAPER,Grammar Engineering Meets LLMs: Development of Cantonese and Irish ParGram Treebanks,"Chit-Fung Lam, Elaine Uí Dhonnchadha",http://arxiv.org/abs/2608.07283,,,2026-08-07 14:44:19.000000
1.0,RESEARCH_PAPER,Gaze Behavior in Visual World Experiments Can be Modeled With Off-the-shelf Language-Vision Encoders,"Rahul Murali Shankar, Titus von der Malsburg, Sebastian Padó",http://arxiv.org/abs/2608.07282,,,2026-08-07 14:42:51.000000
1.0,RESEARCH_PAPER,High-dimensional ridgeless least squares interpolation under spiked covariance structures,"Zhijun Liu, Dandan Jiang",http://arxiv.org/abs/2608.07281,,,2026-08-07 14:40:44.000000
1.0,RESEARCH_PAPER,A Finite E-Group of Nilpotency Class Three,"Xinan Dai, Wenhao Deng, Yidong Shi, Tailin Wu, Yuchen Yang",http://arxiv.org/abs/2608.07275,,,2026-08-07 14:34:46.000000
1.0,RESEARCH_PAPER,TOFD: Target-Oriented Feature Decoupling against Poisoning Attacks in Split Federated Learning,"Yuhan Xie, Jingrong Huang, Chen Lyu",http://arxiv.org/abs/2608.07274,,,2026-08-07 14:34:24.000000
1.0,RESEARCH_PAPER,WNM-3D: A World Navigation Model with 3D Scene Conditioning for Closed-Loop VLN,"Yuehao Huang, Yunzi Wu, Xiaotao Zhang, Xinhai Li, Jiankun Dong, Jiajun Lv, Chi Zhang, Chenjia Bai, Yong Liu, Xuelong Li",http://arxiv.org/abs/2608.07267,,,2026-08-07 14:29:00.000000
1.0,RESEARCH_PAPER,Why Knowing Both Hops Is Not Enough: Understanding Two-Hop Generalization in Language Models,"Zili Zhang, Yilin Wang, Heng Wang, Herun Wan, Minnan Luo",http://arxiv.org/abs/2608.07261,,,2026-08-07 14:17:34.000000
1.0,RESEARCH_PAPER,CANIS: Generation-Assisted 3D Canonicalization via an Image-Semantic Bridge,"Kendong Liu, Yuxin Yao, Junhui Hou",http://arxiv.org/abs/2608.07256,,,2026-08-07 14:13:00.000000
1.0,RESEARCH_PAPER,SCALE: Scientific Concept Aggregation via LLMs and Embeddings for Fine-Grained Taxonomy Extension,"Daniele Raimondi, Feichi Lu, Oliver Grun, Mariia Eremina, Andrea Perlato",http://arxiv.org/abs/2608.07254,,,2026-08-07 14:12:15.000000
1.0,RESEARCH_PAPER,"Reading Copom's Tone: A Weighted LLM Framework for Hawkish-Dovish Sentiment, Forward Guidance, and Uncertainty",Gabriel de Macedo Santos,http://arxiv.org/abs/2608.07251,,,2026-08-07 14:08:31.000000
1.0,RESEARCH_PAPER,Artificial Intelligence Can Match Domain Experts in Evidence Extraction and Critical Appraisal of Microbial Oncogenesis Research Publications,"Kaela Kokkas, Hairong Wang, Richard Klein, Nazir A. Ismail, Natalie Irwin, Mohammad Z. Moonsamy, Kubendran Naidoo, Jeremy Nel, Ekene E. Nweke, Raveen Parboosing, Emmanuel K. Sekyi, Rebecca T. van Dorsten, Bruce A. Bassett, Robert F. Breiman",http://arxiv.org/abs/2608.07250,,,2026-08-07 14:07:57.000000
1.0,RESEARCH_PAPER,"Stoicheia: Character-Level Masked Diffusion for Ancient Greek Textual Restoration, Parsing, and Metrical Scansion","Eric Cullhed, Albin Thörn Cleland",http://arxiv.org/abs/2608.07249,,,2026-08-07 14:07:43.000000
1.0,RESEARCH_PAPER,Establishing Boundary KKT Convergence of Mirror Descent through Reparameterization,"Kuangyu Ding, Kim-Chuan Toh",http://arxiv.org/abs/2608.07248,,,2026-08-07 14:06:54.000000
1.0,RESEARCH_PAPER,Recipes for Creativity: Iterative Generation and Evaluation in Large Language Models,"Rens Anderson, Tessa Verhoef, Amirhossein Zohrehvand",http://arxiv.org/abs/2608.07243,,,2026-08-07 14:02:36.000000
1.0,RESEARCH_PAPER,From probability to causality in probabilistic logic programming,"Zora Wurm, Kilian Rückschloß, Felix Weitkämper",http://arxiv.org/abs/2608.07230,,,2026-08-07 13:46:43.000000
1.0,RESEARCH_PAPER,Learning Suffers More Than the Policy Class Under Partial Observability: A Closed-Form Analysis,Idil Gözel,http://arxiv.org/abs/2608.07228,,,2026-08-07 13:42:43.000000
1.0,RESEARCH_PAPER,Dual-Node NVIDIA DGX Spark over Tailscale: A Remote-Access Testbed for Distributed LLM Training and Cyber-Threat-Intelligence Fine-Tuning,Vasanth Iyer,http://arxiv.org/abs/2608.07226,,,2026-08-07 13:41:57.000000
1.0,RESEARCH_PAPER,Stochastic Autoregressive Learning,"Ilan Doron-Arad, Idan Mehalel, Elchanan Mossel",http://arxiv.org/abs/2608.07224,,,2026-08-07 13:40:17.000000
1.0,RESEARCH_PAPER,Skaling: Chinchilla's Exponents Meet Kaplan's Coupling,"Mathurin Videau, Badr Youbi-Idrissi, David Lopez-Paz, Kartik Ahuja",http://arxiv.org/abs/2608.07222,,,2026-08-07 13:38:51.000000
1.0,RESEARCH_PAPER,Beyond the Black Box: Interpretable Models of Human Randomisation Failures,Ngoc Linh Dao,http://arxiv.org/abs/2608.07220,,,2026-08-07 13:36:55.000000
1.0,RESEARCH_PAPER,Toward a Causal Data Management Ecosystem for Decision Making and Agentic AI,"Dazhuo Qiu, Yingli Zhou, Amedeo Pachera, Angela Bonifati, Andrea Mauri",http://arxiv.org/abs/2608.07214,,,2026-08-07 13:30:17.000000
1.0,RESEARCH_PAPER,From Test-Time Scaling to Reusable Memory: Measuring Crystallization in Text-to-SQL,"Jiaqian Wang, Yutao Qi, Wenjin Hou, Yuanxi Che, Muning Wen",http://arxiv.org/abs/2608.07213,,,2026-08-07 13:28:27.000000
1.0,RESEARCH_PAPER,Measuring Concept Content in Text from LLM Activations: ESG Evidence from Concept Vectors and Linear Probes,"Luc Hazenoot, Zhaochun Ren, Amirhossein Zohrehvand",http://arxiv.org/abs/2608.07208,,,2026-08-07 13:21:50.000000
1.0,RESEARCH_PAPER,HNR-DAC: Hard-Negative Reranking and Distribution-Aligned Classification for Scientific Claim Verification,"Zhenchao Wang, Xin Chen, Luoxi Zhang, Min Yang, Shiwen Ni",http://arxiv.org/abs/2608.07204,,,2026-08-07 13:19:40.000000
1.0,RESEARCH_PAPER,Authoring and Management of Transparent Research Integrity Assessments of Randomised Clinical Trial Publications Using LLM-assisted Tools and Provenance Knowledge Graphs,"Milan Markovic, Goutham Indukuri, Somayajulu Sripada, Colby J. Vorland, Jack Wilkinson, Clare Robertson, Mark Bolland, Andrew Grey, Miriam Brazzelli, Alison Avenell",http://arxiv.org/abs/2608.07202,,,2026-08-07 13:17:56.000000
1.0,RESEARCH_PAPER,Flow-Corrected Shape Optimization: Taming Manifold Drift in High-Dimensional 3D Models,"Emilien Seiler, Nicolas Talabot, Yingxuan You, Federico Stella, Pascal Fua",http://arxiv.org/abs/2608.07199,,,2026-08-07 13:14:35.000000
1.0,RESEARCH_PAPER,EMAS: Stabilizing Multi-Agent System Evolution through Evidence-Guided Revision,"Chao Fei, Qingyi Si, Kaihua Liang, Yanghua Xiao, Panos Kalnis, Hongcheng Guo",http://arxiv.org/abs/2608.07196,,,2026-08-07 13:11:42.000000
1.0,RESEARCH_PAPER,An AI4AI Framework for Visual Token Pruning,"Zhen Liu, Wenli Huang, Wei Song, Yuhan Liu, Zhiqin Yang, Jingwen Fu",http://arxiv.org/abs/2608.07193,,,2026-08-07 13:07:40.000000
1.0,RESEARCH_PAPER,MAUPITI: On-Device Prototype-Based Learning on a Smart Infrared Sensor,"Beatrice Alessandra Motetti, Tanguy Dugas du Villard, Matteo Risso, Alessio Burrello, Francesco Daghero, Enrico Macii, Massimo Poncino, Marco Castellano, Alfio Basile, Daniele Jahier Pagliari",http://arxiv.org/abs/2608.07192,,,2026-08-07 13:07:24.000000
1.0,RESEARCH_PAPER,SetEasy: A Multi-Modal Classroom Engagement Assessment and Seating Optimization Framework,"Zhihao Xie, Hongye Yang, Shien Liu",http://arxiv.org/abs/2608.07188,,,2026-08-07 13:05:12.000000
1.0,RESEARCH_PAPER,Conformal Fusion Under Missing Modalities,Alireza Moayedikia,http://arxiv.org/abs/2608.07183,,,2026-08-07 12:57:16.000000
1.0,RESEARCH_PAPER,Momba: Network Modernization Improves Multi-Objective Reinforcement Learning,"Adam Štafa, Santeri Heiskanen, Petr Novotný, Joni Pajarinen",http://arxiv.org/abs/2608.07180,,,2026-08-07 12:50:30.000000
1.0,RESEARCH_PAPER,Representation-driven Endoscopic Visual Embedding Alignment for Latent Generation,"Francisco Caetano, Tim J. M. Jaspers, Haiko Middeljans, Martijn R. Jong, Rixta A. H. van Eijck van Heslinga, Floor Slooter, Albert J. de Groof, Jacques J. Bergman, Peter H. N. De With, Fons van der Sommen",http://arxiv.org/abs/2608.07176,,,2026-08-07 12:47:36.000000
1.0,RESEARCH_PAPER,Agent Memory Distillation: Empowering Small LLM Agents with Hierarchical Teacher Memory,"Taeil Kim, Kangsan Kim, Sung Ju Hwang",http://arxiv.org/abs/2608.07169,,,2026-08-07 12:43:00.000000
1.0,RESEARCH_PAPER,NiyamAI - An Intent-Bound AI Agent with Cryptographically Verifiable Guardrails using Zero-Knowledge Proofs,"Aditya Katkar, Om Karkele, Kartik Mandhane, Manisha More, Yash Kashid",http://arxiv.org/abs/2608.07167,,,2026-08-07 12:36:52.000000
1.0,RESEARCH_PAPER,Estimating and Testing Kinks in Panel Data Models,Yousef Kaddoura,http://arxiv.org/abs/2608.07162,,,2026-08-07 12:30:23.000000
